university,career,inscription_date,first_name,last_name,gender,age,location,email
-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,20/Sep/27,David,jones,M,93,Espartillar,Douglaselizabeth@gmail.com
-universidad-abierta-interamericana,Medicina,20/Nov/21,Heather,smith,F,0,Colonia-bertozzi,Simsandrea@gmail.com
-universidad-abierta-interamericana,Contador-público-,20/Nov/23,John,chen,M,63,Colhue-huapi,Brandoncamacho@gmail.com
-universidad-abierta-interamericana,Bioquímica,20/Nov/30,Sean,mack,M,27,Alejandra,Jessica08@yahoo.com
-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Sep/10,Aaron,walker,M,0,Cululu,Lowerychelsea@yahoo.com
-universidad-abierta-interamericana,Ingeniería-electrónica,20/Sep/17,Alexis,zimmerman,F,7,25-de-mayo,Ulong@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,20/Dec/02,Stephanie,gonzales,F,38,Aceilan,Qmiller@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,21/Jan/02,Debra,stewart,F,43,El-socorro,Danieltaylor@yahoo.com
-universidad-abierta-interamericana,Diseño-industrial,20/Nov/18,Stephen,gordon,M,62,Balneario-la-caleta,Carpenterbrian@gmail.com
-universidad-abierta-interamericana,Agronomía,20/Nov/14,Thomas,johnson,M,99,Francisco-madero,Matthew42@gmail.com
-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Dec/15,Benjamin,conway,M,59,La-esperanza-rosas-las-flores,Frostjared@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,21/Jan/31,Gabrielle,wells,F,50,Aguas-verdes,Hardindiane@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Nov/19,Rebecca,wagner,F,26,Benitez,Jamesflores@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,20/Dec/28,Karen,jordan,F,59,Huanguelen,Dorothydiaz@hotmail.com
-universidad-abierta-interamericana,Arquitectura,20/Oct/08,Robert,jones,M,30,Calera-argentina,Asutton@yahoo.com
-universidad-abierta-interamericana,Medicina,20/Dec/07,Carol,smith,F,97,Cañadita,Christopher49@yahoo.com
-universidad-abierta-interamericana,Ciencias-veterinarias,20/Sep/23,Joseph,galvan,M,35,Centenario,Lindahoward@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-administración-,20/Nov/13,Michael,barton,M,46,Agua-los-matos,Bramirez@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,20/Dec/12,Alan,norman,M,76,La-oriental,Roberttorres@gmail.com
-universidad-abierta-interamericana,Farmacia,20/Nov/26,David,cook,M,9,22-de-diciembre,Katherine58@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-gestión-de-agroalimentos,20/Nov/13,Patricia,fowler,F,34,Ituzaingo,Davidduffy@yahoo.com
-universidad-abierta-interamericana,Farmacia,20/Dec/13,Christine,mccarthy,F,75,Barcala,Christophermorton@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,21/Jan/16,Jordan,gonzalez,F,4,Agua-y-energia,Mcdonaldkristen@gmail.com
-universidad-abierta-interamericana,Actuario-,20/Dec/19,Charles,stephens,M,77,Barrancas-coloradas,Joseph56@gmail.com
-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,20/Sep/02,Tiffany,cooper,F,66,Algarrobal-puisoye,Williamsdaniel@gmail.com
-universidad-abierta-interamericana,Ingeniería-electrónica,20/Sep/27,Dustin,foster,M,84,Domselaar,Mmyers@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Dec/25,Brittany,neal,F,25,El-gualicho,David59@yahoo.com
-universidad-abierta-interamericana,Ingeniería-electrónica,20/Oct/05,Lisa,williams,F,22,Aurelia,Nancyboyd@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-artes,20/Sep/22,Susan,thomas,F,26,Barrio-villa-cordoba,Brownchristopher@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,21/Jan/18,Ethan,prince,M,42,Francisco-berra,Derek08@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,20/Dec/13,Amy,livingston,F,50,Wilde,Samantha29@hotmail.com
-universidad-abierta-interamericana,Agronomía,20/Oct/23,Adam,miller,M,12,Barrancon,Christopherfernandez@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-administración-,20/Sep/05,Matthew,kelly,M,87,Las-toninas,Tony79@gmail.com
-universidad-abierta-interamericana,Ciencias-veterinarias,21/Jan/03,Bridget,wallace,F,88,Amalia,Owilson@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,20/Nov/03,Debra,mckinney,F,39,Agua-salada,Juarezlarry@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,21/Jan/19,Robert,rivas,M,34,Colonia-hardy,Dweaver@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,20/Dec/21,Christopher,jackson,M,24,Arroyo-quilla,Scott39@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-psicología,21/Jan/23,Stacy,schultz,F,19,Antonio-carboni,Karen88@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,20/Nov/24,James,allen,M,58,Villa-el-chocon,Rnewton@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-sociología-,20/Dec/26,Frederick,barron,M,2,Coronel-isleños,Ohill@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-sociología-,20/Dec/30,Heather,turner,F,11,Campo-aristimuño,Rturner@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-gestión-de-agroalimentos,20/Sep/12,Andrew,wise,M,64,6-de-septiembre,Joseph95@hotmail.com
-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,20/Nov/12,Kayla,malone,F,86,Estacion-christophersen,Montgomeryjeremiah@yahoo.com
-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Oct/12,Samuel,mueller,M,15,Chacabuco,Ibaker@gmail.com
-universidad-abierta-interamericana,Contador-público-,20/Oct/11,Allen,mitchell,M,52,Carbometal,Dawn57@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-administración-,21/Jan/14,Timothy,foley,M,88,Anderson,Jason42@gmail.com
-universidad-abierta-interamericana,Medicina,20/Dec/02,Manuel,lewis,M,35,Saldungaray,Amann@gmail.com
-universidad-abierta-interamericana,Agronomía,20/Dec/16,Rachel,cardenas,F,79,Colonia-la-oracion,Scottlewis@hotmail.com
-universidad-abierta-interamericana,Bioquímica,20/Nov/16,Robert,buchanan,M,48,El-retiro,Ftodd@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-terapia-ocupacional,21/Jan/16,William,dillon,M,14,Azul,Gregorybell@hotmail.com
-universidad-abierta-interamericana,Ingeniería-mecánica,20/Nov/17,Mr.,joshua,M,2,Caminera-napaleofu,Wdavis@gmail.com
-universidad-abierta-interamericana,Farmacia,20/Dec/23,Brett,cole,M,76,Barranqueras,Matthew74@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,20/Nov/09,Jeremy,patrick,M,5,Comandante-giribone,Zperez@hotmail.com
-universidad-abierta-interamericana,Agronomía,20/Dec/06,Nathan,sanchez,M,35,Clason,Jonathansmith@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,21/Jan/08,Craig,burke,M,6,Puerto-ojo-de-agua,Matthewwilson@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,20/Oct/14,Jessica,perez,F,21,Aguada-de-las-tejas,Martinkellie@yahoo.com
-universidad-abierta-interamericana,Farmacia,20/Sep/06,Brian,schwartz,M,33,Est-jauregui-va-flandria,Graylisa@yahoo.com
-universidad-abierta-interamericana,Diseño-industrial,20/Dec/04,George,patton,M,41,Estacion-la-rinconada,Marshrachel@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,20/Dec/11,Lori,griffith,F,78,Paso-de-los-andes,Qwilliams@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Dec/17,Renee,mitchell,F,43,Cara-mala,Cory97@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,20/Nov/08,Darrell,johnson,M,95,Abra-baya,Janice15@yahoo.com
-universidad-abierta-interamericana,Ingeniería-electrónica,20/Oct/31,Brandon,martin,M,2,Atuel-sud,Wellsnancy@gmail.com
-universidad-abierta-interamericana,Diseño-industrial,20/Oct/15,Kevin,peters,M,13,Barrio-jardin-luzuriaga,Janicesmith@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Dec/05,David,fischer,M,81,Agua-los-matos,Jennifersmith@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-gestión-de-agroalimentos,20/Sep/26,Gabriel,burns,M,28,Casalins,Vmorales@yahoo.com
-universidad-abierta-interamericana,Actuario-,20/Nov/07,Matthew,murphy,M,90,Colonia-mabragaña,Dianawarren@hotmail.com
-universidad-abierta-interamericana,Ingeniería-en-informática,20/Nov/26,Karl,edwards,M,49,Cristiano-muerto,Catherineburch@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-gestión-de-agroalimentos,20/Sep/12,Sharon,graham,F,26,Canning,Nicholasmorgan@hotmail.com
-universidad-abierta-interamericana,Arquitectura,20/Sep/09,Hailey,ballard,F,47,Bañado-verde,Heidi50@gmail.com
-universidad-abierta-interamericana,Ingeniería-mecánica,20/Nov/06,Jennifer,boyle,F,37,Cantera-villalonga,Bakerdarlene@yahoo.com
-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Nov/14,Luis,mullen,M,8,25-de-mayo,Andrew06@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-administración-,20/Oct/22,Michael,montgomery,M,77,Lomas-del-mirador,Joshualewis@yahoo.com
-universidad-abierta-interamericana,Farmacia,20/Sep/16,John,smith,M,80,Arbol-solo,Gregory74@hotmail.com
-universidad-abierta-interamericana,Agronomía,20/Dec/18,David,reyes,M,88,Arroyo-cahunco,Vwood@hotmail.com
-universidad-abierta-interamericana,Farmacia,20/Dec/28,William,hall,M,51,Cañadon-la-madera,Fwelch@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-gestión-de-agroalimentos,20/Dec/27,Cameron,gould,M,78,Camet,Megan39@yahoo.com
-universidad-abierta-interamericana,Diseño-industrial,20/Dec/13,Seth,lopez,M,7,Abipones,Kmiller@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-artes,20/Dec/14,Linda,wolfe,F,27,La-pastora,Wrightwilliam@yahoo.com
-universidad-abierta-interamericana,Ingeniería-electrónica,20/Dec/12,Mary,douglas,F,25,Alsina,Lgibson@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,21/Jan/18,Tina,parrish,F,82,Colonia-dr-gdor-udaondo,Morganelizabeth@gmail.com
-universidad-abierta-interamericana,Agronomía,20/Nov/04,Paula,walker,F,87,11-de-mayo,Ejohnson@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,21/Jan/13,Kim,gardner,F,83,Casbas,Rebeccacampbell@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-artes,20/Sep/22,Connie,goodwin,F,94,La-esperanza-rosas-las-flores,Caseymichael@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,20/Nov/18,Ashley,wilson,F,35,Fortin-irene,Mark21@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,20/Oct/02,Maria,miller,F,93,Cuartel-iv,Jperkins@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,20/Nov/02,Judith,holmes,F,6,Agustoni,Hking@yahoo.com
-universidad-abierta-interamericana,Diseño-industrial,20/Dec/27,Charles,lane,M,13,Cañada-seca,Vanessaatkinson@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,21/Jan/17,Tom,mahoney,M,39,Colonia-egido,Cameronwheeler@gmail.com
-universidad-abierta-interamericana,Ingeniería-mecánica,21/Jan/15,Curtis,garza,M,84,Villa-adelina,Anthonywright@gmail.com
-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Oct/07,Joshua,george,M,54,Adolfo-alsina,Jacksonjohn@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-sociología-,20/Dec/12,Randy,hatfield,M,46,Jesus-maria,Jenningsricardo@yahoo.com
-universidad-abierta-interamericana,Diseño-industrial,21/Jan/14,Vanessa,cruz,F,7,Ituzaingo,Darren65@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-psicología,20/Dec/09,Laura,long,F,89,Arroyo-quintana,Troy85@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,20/Sep/02,Christopher,johnson,M,31,Boca-p-25,Dfowler@yahoo.com
-universidad-abierta-interamericana,Agronomía,20/Oct/01,David,rivas,M,42,Rio-mayo,Angelacook@hotmail.com
-universidad-abierta-interamericana,Ingeniería-en-informática,20/Nov/27,Deborah,williams,F,93,Isla,Kellydavid@gmail.com
-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Dec/09,Kerri,shaw,F,34,Andrade,Andrew42@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,20/Sep/21,Joanna,moore,F,36,Calera,Vincentjohn@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-terapia-ocupacional,21/Jan/25,Taylor,anderson,M,42,Cataratas-del-iguazu,Staceysmith@hotmail.com
-universidad-abierta-interamericana,Ingeniería-electrónica,20/Dec/17,Ashley,graham,F,6,Cangrejillos,Ajackson@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-administración-,20/Sep/17,Drew,lewis,M,51,Berazategui,Heatherscott@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,20/Sep/23,Colleen,clark,F,4,Alto-de-leiva,Harveyalexander@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,20/Dec/03,Ryan,beltran,M,2,San-lorenzo,Qjohnson@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,20/Sep/16,Joshua,mitchell,M,93,El-zapallar,Margaretstokes@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-relaciones-del-trabajo-,20/Nov/04,Mrs.,kelly,F,94,Desamparados,Deckerarthur@yahoo.com
-universidad-abierta-interamericana,Ciencias-veterinarias,20/Nov/14,Johnathan,michael,M,62,Agua-los-matos,Spalmer@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Oct/04,Ashley,hughes,F,8,El-jaguel,Susan99@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-sociología-,20/Dec/11,Douglas,costa,M,88,Ricardone,Snydervictoria@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-psicología,21/Jan/20,Dawn,allen,F,79,Kilometro-208,Acollins@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,20/Dec/31,Amy,conrad,F,11,Bacacay,Aliderek@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Oct/12,Veronica,short,F,81,Aparicio,Bbutler@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,21/Jan/23,Mary,quinn,F,15,Aguada-san-roque,Anna75@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,20/Dec/23,Benjamin,foster,M,58,Bañado-san-antonio,Vazquezjean@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,21/Jan/28,Alan,smith,M,91,La-chilca,Alyssamontgomery@yahoo.com
-universidad-abierta-interamericana,Técnico-para-bioterios-,21/Jan/27,Paula,baldwin,F,44,Agua-linda,Cunninghamrobert@gmail.com
-universidad-abierta-interamericana,Ingeniería-mecánica,20/Nov/07,Gabriel,hunt,M,57,Florentino-ameghino,Ecarpenter@hotmail.com
-universidad-abierta-interamericana,Arquitectura,20/Dec/10,Jill,byrd,F,43,Campo-magnin,Lauren45@yahoo.com
-universidad-abierta-interamericana,Agronomía,20/Sep/05,Sydney,jackson,F,53,Clason,Linda10@hotmail.com
-universidad-abierta-interamericana,Diseño-industrial,20/Nov/13,Charles,greene,M,51,Villa-lynch,Jramirez@hotmail.com
-universidad-abierta-interamericana,Farmacia,20/Nov/14,Cassandra,little,F,2,Cora,Briannameza@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,21/Jan/07,Garrett,hernandez,M,11,Colonia-los-bosques,Amanda19@gmail.com
-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,21/Jan/24,Jessica,ramirez,F,72,Bajo-hondo,Conniehopkins@gmail.com
-universidad-abierta-interamericana,Ingeniería-electrónica,20/Sep/26,Kristin,bass,F,86,El-trebol,Bdavis@gmail.com
-universidad-abierta-interamericana,Ingeniería-electrónica,21/Jan/23,Charlene,perez,F,17,Mecha,Lwilson@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,20/Sep/09,Teresa,richard,F,28,Grand-bourg,Erikwang@yahoo.com
-universidad-abierta-interamericana,Ciencias-veterinarias,20/Dec/15,Chad,brown,M,56,Balde-de-leyes,Austin13@hotmail.com
-universidad-abierta-interamericana,Ciencias-veterinarias,20/Sep/18,Joel,hernandez,M,54,Casbas,Zamoramichael@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,20/Oct/24,James,schroeder,M,83,Arroyo-balmaceda,Teresa31@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,20/Sep/06,Jacqueline,phillips,F,22,Campo-charo,Terri56@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-terapia-ocupacional,21/Jan/22,Courtney,berry,F,5,Juan-vucetich-ex-dr-r-levene,Marklucas@hotmail.com
-universidad-abierta-interamericana,Contador-público-,21/Jan/23,Carlos,moore,M,19,San-antonio-de-obligado,Cboyle@gmail.com
-universidad-abierta-interamericana,Farmacia,20/Dec/23,Christopher,riddle,M,3,Azul,Nicholsonnicholas@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,20/Sep/07,Amanda,hernandez,F,87,Arroyo-grande,Michael21@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-psicología,20/Sep/04,Leonard,brown,M,16,Colonia-cazaux,Lonniemora@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,20/Oct/07,Lisa,spencer,F,33,Campo-crisol,Tayloranthony@hotmail.com
-universidad-abierta-interamericana,Actuario-,20/Oct/31,Michael,thompson,M,30,11-de-septiembre,Qsanders@hotmail.com
-universidad-abierta-interamericana,Farmacia,21/Jan/24,Christine,mccann,F,35,Labordeboy,Solomonjames@gmail.com
-universidad-abierta-interamericana,Actuario-,20/Nov/08,Samantha,wu,F,11,4-de-noviembre,Tuckermary@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-relaciones-del-trabajo-,21/Jan/18,Daniel,shah,M,56,Agua-azul,Donald20@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,21/Jan/12,Michael,flores,M,42,La-chirlandia,Lovekenneth@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,20/Oct/03,Bailey,barnes,F,32,Arroyo-grande,Orrtimothy@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-administración-,20/Oct/28,Jessica,rose,F,77,Dina-huapi,Matthewgrimes@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Sep/05,John,bryant,M,6,El-jupiter,Arnolddavid@hotmail.com
-universidad-abierta-interamericana,Arquitectura,20/Dec/05,Nathan,dickson,M,60,Avenida-ejercito-parana,Tonythompson@hotmail.com
-universidad-abierta-interamericana,Actuario-,21/Jan/12,Aaron,harris,M,73,Alto-huaco,Bnorman@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,20/Oct/24,Latoya,walls,F,81,Arroyo-magdalena,Shawmartha@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-gestión-de-agroalimentos,20/Oct/19,Karen,frost,F,30,Villa-santos-tesei,Palmerlouis@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-gestión-de-agroalimentos,21/Jan/29,George,johnson,M,2,Campo-galloso,Jonathanhenry@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,20/Nov/19,Molly,butler,F,8,Campo-garabato,Kyoung@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,20/Sep/25,Tiffany,frank,F,34,Pellegrini,Omiller@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,21/Jan/26,Timothy,fleming,M,16,Arroyo-manganga,Josephfaulkner@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-administración-,20/Nov/10,Scott,potter,M,4,Cura-malal,Michelle30@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,20/Oct/02,Nicholas,henson,M,6,Anecon-grande,Johnsonchristopher@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,20/Sep/01,Johnathan,ortiz,M,15,Ariel,Michellesmith@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Nov/14,Christopher,sandoval,M,11,Bajo-de-los-sueldos,Vmiddleton@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,20/Dec/23,Destiny,sanders,F,20,Colonia-monte-la-plata,Pamela94@yahoo.com
-universidad-abierta-interamericana,Ingeniería-mecánica,20/Dec/13,William,rice,M,87,Benavidez,Kimberly31@yahoo.com
-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,20/Sep/13,Mallory,hernandez,F,89,Avanzada,Michelle04@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,20/Oct/09,Jessica,valencia,F,29,Abel,Swilliams@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Nov/26,Bradley,harris,M,84,Paso-del-rey,Vchen@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,20/Nov/13,Cameron,smith,M,35,Colonia-mabragaña,Adamsjesse@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-relaciones-del-trabajo-,20/Nov/22,Erin,stokes,F,1,Carreras,Bowmannicole@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,20/Dec/03,Valerie,jones,F,80,Capilla-del-señor,Zturner@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-administración-,20/Sep/28,Mr.,gregory,M,88,Aguada-chacay-co,Brendadelacruz@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-sociología-,20/Dec/30,Erin,wilson,F,45,Chanilao,Donna44@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,20/Sep/25,Sandra,thomas,F,45,Colonia-la-blanquita,Gallen@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Nov/21,Charles,cook,M,6,Esteban-de-luca,Xward@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,20/Oct/19,Susan,robinson,F,52,Roldan,Waynecarter@gmail.com
-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Sep/29,Frances,navarro,F,39,Moron,Kelly31@yahoo.com
-universidad-abierta-interamericana,Contador-público-,20/Nov/07,Stephanie,hammond,F,23,Ingeniero-adolfo-sourdeaux,Bobbybeltran@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,20/Sep/19,Sarah,harrington,F,28,La-porteña,Gibsonemily@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Oct/05,Elizabeth,parker,F,78,Empalme-villa-constitucion,Carrollthomas@yahoo.com
-universidad-abierta-interamericana,Bioquímica,20/Dec/29,Jean,mckinney,F,74,Arroyo-seco,Martinmarisa@yahoo.com
-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Oct/04,Tonya,lane,F,86,Rincon-de-milberg,Robinsoncheryl@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,21/Jan/26,Allison,shea,F,33,Carcaraña,Benjaminbrown@hotmail.com
-universidad-abierta-interamericana,Ingeniería-en-informática,20/Oct/06,Kerri,townsend,F,86,Barrio-villa-cordoba,Rcobb@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,20/Dec/03,Kristin,lee,F,13,Cañadon-del-corral,Kathleen22@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-administración-,21/Jan/18,Edward,carlson,M,44,Rawson,Durantravis@yahoo.com
-universidad-abierta-interamericana,Arquitectura,20/Dec/15,Robert,williams,M,97,Paso-del-rey,Xbeasley@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-artes,20/Sep/09,Timothy,valdez,M,3,Quiñihual-estacion,Jcook@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-relaciones-del-trabajo-,21/Jan/18,Lee,nguyen,M,88,Base-aeronaval-punta-indio,Shannon42@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,21/Jan/11,Brian,boyer,M,16,Barrio-don-santiago,Tammy91@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Dec/28,Janice,mcpherson,F,11,Cululu,Dianaschultz@hotmail.com
-universidad-abierta-interamericana,Contador-público-,20/Oct/24,Todd,smith,M,13,Arroyo-seco,Christiekline@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Nov/28,Shane,rodriguez,M,6,Ceres,Kmckee@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-sociología-,21/Jan/31,Robert,scott,M,14,Campo-de-villamil,Goodwinjames@gmail.com
-universidad-abierta-interamericana,Farmacia,20/Nov/07,Maria,phillips,F,56,Bombal,Epatrick@hotmail.com
-universidad-abierta-interamericana,Agronomía,20/Sep/29,Thomas,floyd,M,62,Agua-amarga,Christopherlawson@hotmail.com
-universidad-abierta-interamericana,Medicina,20/Oct/29,Jason,johnson,M,93,Balcosna,Whiteheadkevin@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,21/Jan/15,Glenda,stephens,F,91,Arroyo-cahunco,Ulewis@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,20/Dec/10,John,anderson,M,8,Camino-centenario-km-11500,Bradshawerika@gmail.com
-universidad-abierta-interamericana,Farmacia,20/Nov/12,Frank,mercer,M,13,Pontaut,Mrodriguez@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-administración-,20/Nov/02,Gloria,delgado,F,26,Ataliva-roca,Michael90@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,21/Jan/31,Alyssa,jordan,F,71,Bahia-solano,Kristen98@yahoo.com
-universidad-abierta-interamericana,Farmacia,20/Oct/24,Jeremy,nguyen,M,31,Huasa-pampa-norte,Zkirk@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-administración-,21/Jan/20,Christopher,gonzalez,M,66,El-brete,Jacksonnicole@gmail.com
